Adresse,Code postal,Téléphone,Téléphone sans frais,Télécopieur,Courriel,Site Internet,Total: PSL,Total: HLM,Total: Total
" 245, 6e Avenue, bureau 1", J2X 0C6,,,, MJDG@VIDEOTRON.CA,,0,0,0
" a/s de la FROHME , 311, rue Mcleod", J6J 2H8, (450) 201-0786,, (450) 699-7014, naomi.tremblay@frohme.org,,0,10,10
" 80, rue Notre-Dame, app. 05", J5R 1M1, (450) 444-5941,,, nansie.baril@frohme.org,,0,28,28
" 21, rue Saint-Pascal", J0L 2R0, (450) 583-0022,, (450) 583-6761, resfdansereau@videotron.ca,,34,0,34
" 498, rue Grandiloise, app. 100 , Secteur Grande-Ile", J6S 5T4,,,, mhadjadji@gerersonquartier.com,,0,14,14
" 10, rue Saint-Anne", J0P 1X0, (450) 265-3003,,, r.seigneurie@videotron.ca,,10,0,10
" a/s du RPHRHR , 245, 6e Avenue", J2X 0C6,,, (450) 347-9059, seigneurieiberville@outlook.com,,12,0,12
" 2255, chemin du Tremblay", J4N 0A8,,,, Seigneuriedutremblay8@gmail.com,,71,0,71
" 1160, boulevard Nobert", J4K 2P1, (450) 442-3333,,, csavaria@alzheimerrivesud.ca,,3,0,3
" 317, chemin du Fleuve", J0P 1B0, (450) 763-5557,, (450) 763-5557, shcdl@videotron.ca,,34,0,34
" 311, rue McLeod", J6J 2H8, (450) 699-1392,, (450) 699-8297, fg@solides.info,,84,0,84
" 300, rue Donald", J0H 1V0, (819) 558-2031,,, valbonheurstnazaire@gmail.com,,2,0,2
" 2150, rue Nicolas-Perrot", G9H 3B9, (819) 294-9292,,, claneuville.direction@chrysalide.ca,,0,0,0
" 2065, rue Bécancour", G0S 1V0,,,, lystereld@gmail.com,,9,0,9
" 490, rue Brock", J2B 1E4, (819) 478-3810,, (819) 478-5136, info@ensoleilvent.org,,4,0,4
" 500, rue Morse", J2B 0W9, (819) 850-2966,,, coordonnatrice_envoleedesmeres@outlook.com, www.lenvoleedesmeres.com,15,0,15
" 1856, rue Dublin", G0S 1K0, (418) 222-3435,,, groupeclaudebisson@live.fr,,4,0,4
" 625, rue Lindsay", J2B 1H8,,,, direction@tremplin.org,,14,0,14
" 330, rue Blais", G6P 1H8, (819) 752-7197,, (819) 375-1234, gestionltraversy@cgocable.ca,,0,12,12
" 295, rue Cockburn", J2C 5X6, (819) 474-1227,,, marie-pier.maillet@ohdrummond.ca,,48,0,48
" 320, rue Saint-Alphonse", J2B 8P9, (819) 477-4337,,, logements.adapte.drummond@gmail.com,,11,0,11
 Case Postale 38, G6P 6S4, (819) 795-3568,,, adj-adm@lavolteface.org,,0,0,0
" 320, rue Blais", G6P 1H8, (819) 751-3232,,, maisonlecoudrier@videotron.ca,,11,0,11
" 920, Chemin Hemming, App. 109", J2B 8S4, (819) 850-4459,,, direction@maisonnormandleveille.ca,,17,0,17
" 289, rue Brock", J2B 1C5, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,1,0,1
" 1850, route Dublin , Case postale 151", G0S 1K0, (418) 453-2259,,, residencedublin@outlook.com,,1,0,1
" 501, avenue Provencher", G0S 1P0, (819) 365-4748,,, residenceprovencher@outlook.com,,7,0,7
" 15-A, rue Caron, appartement 13", J0A 1B0, (819) 363-2285,, (819) 363-5877, residencessaintaime@gmail.com,,10,0,10
 Code postale 396, J2B 6W3, (819) 472-5444,,, rdv@cgocable.ca,,0,0,0
" 216, rue Principale , Bureau 200", G0N 1N0,,,, villaversantdulac@hotmail.com,,7,0,7
